"chunk_fr","chunk_en","topic_slug","source","source_type","register","exam_tag","cefr_level","review_status","review_notes","source_file","extractor","dup_count"
"Tu en parles ?","de + thing = EN","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"Tu es responsable d’un projet important au travail. Sur qui comptes-tu pour garantir son succès ? Pourquoi ?","You’re responsible for an important project at work. Who do you count on to ensure its success, and why?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"Tu parles de ton frère ?","Oui, j'en parle. → _______________","OTHER_IN_SCOPE_TEACHABLE","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","regex","1"
"Tu parles à ton frère ?","Oui, je _____ parle tous les jours","OTHER_IN_SCOPE_TEACHABLE","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","regex","1"
"Tu penses à Marie ?","Oui, j'y pense. → _______________","OTHER_IN_SCOPE_TEACHABLE","French_Pronouns_Extra_Exercises.docx","chadi_authored","","","","","","French_Pronouns_Extra_Exercises.docx","regex","1"
"Tu penses à ton avenir ?","Do you think about your future?","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Tu téléphones à Marie ?","Tu lui téléphones ?","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Tu veux en discuter","do you want to discuss it","OTHER_IN_SCOPE_TEACHABLE","Introduction_to_colloquial_french.docx","chadi_authored","semi_formel","","A2","","","Introduction_to_colloquial_french.docx","haiku","1"
"Un / Une / Des","Une voiture = A car","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"un accident de la circulation","a traffic accident","OTHER_IN_SCOPE_TEACHABLE","sumit_passive_voice.docx","chadi_authored","","","","","","sumit_passive_voice.docx","table","1"
"un an auparavant (a year before","il y a un an (a year ago","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"un coup de pouce","a boost, a little help","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"un excellent film (plus emphatique) une grossière erreur (plus marqué) une magnifique aventure (plus littéraire","un film excellent une erreur grossière une aventure magnifique","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"un feu de paille","a flash in the pan","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"un grand nombre de","a large number of","OTHER_IN_SCOPE_TEACHABLE","French._quantities..docx","chadi_authored","formel","","B1","","","French._quantities..docx","haiku","1"
"un havre de paix","a haven of peace","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"un jeune étudiant des jeunes étudiants","a young student young students","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"un peu de tenue !","a little decorum!","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"un soupir de soulagement","a sigh of relief","OTHER_IN_SCOPE_TEACHABLE","Power_Cut_Matthew_A2B1.docx","chadi_authored","","","","","","Power_Cut_Matthew_A2B1.docx","table","1"
"un sujet de ton choix","a topic of your choice","OTHER_IN_SCOPE_TEACHABLE","Exercices.docx","chadi_authored","semi_formel","","A2","","","Exercices.docx","haiku","1"
"un élan de solidarité","a wave of solidarity","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"une coupure de courant","a power outage","OTHER_IN_SCOPE_TEACHABLE","Power_Cut_Matthew_A2B1.docx","chadi_authored","","","","","","Power_Cut_Matthew_A2B1.docx","table","1"
"une foule de","a lot of, a crowd of","OTHER_IN_SCOPE_TEACHABLE","French._quantities..docx","chadi_authored","semi_formel","","B1","","","French._quantities..docx","haiku","1"
"une gueule d'enterrement","a funeral face","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"une multitude de","a multitude of","OTHER_IN_SCOPE_TEACHABLE","French._quantities..docx","chadi_authored","formel","","B2","","","French._quantities..docx","haiku","1"
"Une partie du gâteau","a part of the cake","OTHER_IN_SCOPE_TEACHABLE","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"Une partie mécanique","the mechanical part of a whole vehicle","OTHER_IN_SCOPE_TEACHABLE","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"une patience d'ange","the patience of a saint","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"Une pièce de monnaie","a coin","OTHER_IN_SCOPE_TEACHABLE","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"Une pièce mécanique","a mechanical part","OTHER_IN_SCOPE_TEACHABLE","12112024.docx","chadi_authored","","","","","","12112024.docx","regex","1"
"une vingtaine de","une vingtaine d’étudiants","OTHER_IN_SCOPE_TEACHABLE","cours_articles_11_02_2026.docx","chadi_authored","","","","","","cours_articles_11_02_2026.docx","table","1"
"Venir (présent) + de + infinitif","Aller (présent) + infinitif","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Venu","Venir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Verb ends in vowel (a, e): Parle-t-il ? Écoute-t-elle ? A-t-il ? Va-t-on ? Y a-t-il ? (The -t- creates the link","Verb ends in consonant: Prend-il ? Vient-elle ? Peut-on ? Fait-il ? (The -d or -t already links","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Vieille","Vieux Old","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"Vieux Old","Vieil","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Voulu","Vouloir","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"Vous vous êtes souvenu(e)(s","Tu t'es souvenu(e","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"What DOES the action? Qu'est-ce qui s'est passé ? (No short form exists!","What RECEIVES the action? Qu'est-ce que tu fais ? (inversion: Que fais-tu ?","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"When the antecedent is a time expression (un jour, un moment, une époque, une année...), French uses où","not « que » or « quand »","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"Y (replaces À + thing/place","EN (replaces DE + thing","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","table","1"
"Y replaces ""à + thing/place","NOT people!","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"Y → Replaces ""à + something","place, idea, object","OTHER_IN_SCOPE_TEACHABLE","Completed_quiz_prepositions__1.docx","chadi_authored","","","","","","Completed_quiz_prepositions__1.docx","regex","2"
"Y’a-t-il un lit ?","Yes, there is ! Oui, il y en a","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","1"
"« Espérer » = affirmation de l'avenir → indicatif","J'espère qu'il partira. ✓ (INDICATIF","OTHER_IN_SCOPE_TEACHABLE","Le_Subjonctif_Guide_Complet_Egor.docx","chadi_authored","","","","","","Le_Subjonctif_Guide_Complet_Egor.docx","table","1"
"« J'étais dans le magasin quand... »","IMP + PC","OTHER_IN_SCOPE_TEACHABLE","DELF_B1_Temps_du_passe.docx","chadi_authored","","","","","","DELF_B1_Temps_du_passe.docx","regex","1"
"« Ne touche pas à ça ! »","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"« Personne ne s'attendait à cela","une panne qui rapproche les gens » → « cela » annonce ce qui suit","OTHER_IN_SCOPE_TEACHABLE","Power_Cut_Matthew_A2B1.docx","chadi_authored","","","","","","Power_Cut_Matthew_A2B1.docx","regex","1"
"« Tu connais Dijon ? »","Yes/No Q","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"« Tu veux venir ce soir ? »","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"à la bonne franquette","casually, informally","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"à laquelle","Fem. Sing","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"à lui/elle (to him/her","lui","OTHER_IN_SCOPE_TEACHABLE","Matt_COD_COI_Exercises.docx","chadi_authored","","","","","","Matt_COD_COI_Exercises.docx","table","2"
"à moi (to me","me / m","OTHER_IN_SCOPE_TEACHABLE","Matt_COD_COI_Exercises.docx","chadi_authored","","","","","","Matt_COD_COI_Exercises.docx","table","2"
"à moins que","unless","OTHER_IN_SCOPE_TEACHABLE","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","table","1"
"à nous (to us","nous","OTHER_IN_SCOPE_TEACHABLE","Matt_COD_COI_Exercises.docx","chadi_authored","","","","","","Matt_COD_COI_Exercises.docx","table","2"
"À quelle heure tu rentreras","what time you'll be back","OTHER_IN_SCOPE_TEACHABLE","Dialogue_discours_indirecte.docx","chadi_authored","informel","","A2","","","Dialogue_discours_indirecte.docx","haiku","1"
"À qui as-tu récemment donné un cadeau, et pourquoi ?","Who did you recently give a gift to, and why?","OTHER_IN_SCOPE_TEACHABLE","15112024.docx","chadi_authored","","","","","","15112024.docx","regex","1"
"À qui tu parles","who you're talking to","OTHER_IN_SCOPE_TEACHABLE","Dialogue_discours_indirecte.docx","chadi_authored","informel","","A1","","","Dialogue_discours_indirecte.docx","haiku","1"
"à quoi est ce que avec quoi est ce que","ce à quoi ce avec quoi","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"À quoi est-ce que...? (verbs + à","ce à quoi","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","2"
"à tête reposée","with a clear head, calmly","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"À vrai dire","To be honest","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Ça ne se fait pas en France","People do this","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"Ça se comprend","Les gens comprennent","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"établir un programme de révision","to set up a revision schedule","OTHER_IN_SCOPE_TEACHABLE","17012025.docx","chadi_authored","formel","","B1","","","17012025.docx","haiku","1"
"évolution de carrière","career advancement","OTHER_IN_SCOPE_TEACHABLE","Exercices_21022025.docx","chadi_authored","formel","","B1","","","Exercices_21022025.docx","haiku","1"
"être d'un abord facile","to be approachable","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"être dans de bonnes dispositions","to be in a good mood","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"être de bonne composition","to be easy-going","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"être de bonne foi","to act in good faith","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"être de mauvaise foi","to act in bad faith","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","3"
"Être direct sans être brutal","ne pas aller par quatre chemins, sans ambages","OTHER_IN_SCOPE_TEACHABLE","Egor_SExprimer_Methode_Eureka.docx","chadi_authored","","","","","","Egor_SExprimer_Methode_Eureka.docx","regex","1"
"être déterminé à réussir","to be determined to succeed","OTHER_IN_SCOPE_TEACHABLE","17012025.docx","chadi_authored","formel","","B1","","","17012025.docx","haiku","1"
"être en empathie avec","to be in tune with","OTHER_IN_SCOPE_TEACHABLE","Le_Comportement_Complete_Guide.docx","chadi_authored","","","","","","Le_Comportement_Complete_Guide.docx","table","1"
"être heurté(e) par un véhicule","to be hit by a vehicle [PASSIVE","OTHER_IN_SCOPE_TEACHABLE","sumit_passive_voice.docx","chadi_authored","","","","","","sumit_passive_voice.docx","table","1"
"…aient","Ils","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"…ions","Nous","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ COD/COI - Pronoms compléments • Le/la/les (COD) vs lui/leur (COI) • Placement avec temps simples et composés • Verbes à COD vs verbes à COI • Communication Progressive Ch. 18-19 • Activité: Transformer 10 phrases avec pronoms","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Conditionnel - Présent et passé • Formation et usage du conditionnel présent • Conditionnel passé pour les regrets • Si + imparfait/plus-que-parfait • Communication Progressive Ch. 36 • Activité: Monologue ""Si j'étais... / Si j'avais..."" (5 min","12","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Conjugaisons - Les 3 groupes au présent • Maîtriser les 3 groupes + avoir/être • La négation avec tous les temps • Règle du ""de"" avec articles indéfinis en négation • Communication Progressive Ch. 1-2 • Activité: Raconter sa routine quotidienne","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Discours indirect + Impératif • Impératif (tu/nous/vous forms) • Transformer discours direct → indirect • Changements de temps et pronoms • Impératif dans le discours indirect • Communication Progressive Ch. 21 • Activité: Rapporter ordres/conseils reçus cette semaine","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Les articles - Système complet • Définis (le/la/les) vs indéfinis (un/une/des) vs partitifs (du/de la) • Articles contractés (au/aux/du/des) • Quand utiliser/omettre les articles • Communication Progressive Ch. 6 • Listening: France Inter - repérer les articles • Activité: Décrire 5 objets avec articles corrects","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Passé composé + Imparfait • Avoir vs être au passé composé • Accord du participe passé • Imparfait vs passé composé (quand utiliser chaque temps) • Communication Progressive Ch. 24 • Activité: Raconter une histoire au passé (5 min","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Pronoms relatifs - qui/que/où/dont • Construction et usage de chaque pronom • Éviter les phrases hachées • Lier les idées naturellement • Communication Progressive Ch. 29 • Activité: Décrire 5 personnes avec pronoms relatifs","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Questions - Les 3 formes • Questions fermées (3 méthodes: inversion, est-ce que, intonation) • Questions ouvertes avec prépositions (de quoi, à quoi, avec quoi) • Formel vs informel • Communication Progressive Ch. 10 • Activité: Interviewer quelqu'un (10 questions","","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Raconter et rapporter - Discours indirect avancé • Rapporter conversations complexes • Concordance des temps • Résumer un article/vidéo • Communication Progressive Ch. 28 • Listening: Interview à résumer • Activité: Rapporter ce qu'on lui a raconté cette semaine","21","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Subjonctif - Introduction • Quand utiliser le subjonctif (déclencheurs communs) • Formation du subjonctif présent • Il faut que, bien que, pour que, je doute que • Communication Progressive Ch. 12 • Activité: Exprimer doutes et émotions sur un sujet","13","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"□ Temps et durée - Depuis/Pendant/Il y a • Depuis (+ présent/imparfait) • Pendant vs pour • Il y a vs dans • En/dans pour durée future • Communication Progressive Ch. 6 • Activité: Timeline de sa vie avec expressions temporelles","14","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"⚠ « mauvais » (adjectif), pas « mal »","adverbe","OTHER_IN_SCOPE_TEACHABLE","correction_devoir.docx","chadi_authored","","","","","","correction_devoir.docx","regex","1"
"⚠️ CE À QUOI vs CE DONT : ""Ce à quoi je pense"" (penser À) vs ""Ce dont je parle","parler DE","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"⚠️ QUI ne s'élide JAMAIS : ""L'homme qui arrive","pas ""qu'arrive","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"✓ ""Le livre que j'ai lu était bien"" =","que is required!","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"✓ Il a dit qu'il ne RÉPONDRAIT pas au téléphone =","past reporting","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"✓ Il a dit que son amie AVAIT TÉLÉPHONÉ chez lui à 3 heures du matin =","past reporting","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"✓ J'ai besoin de réponses","non-specific","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Answer_Key.docx","chadi_authored","","","","","","French_Articles_Answer_Key.docx","regex","1"
"✓ J'ai besoin des réponses que tu m'as promises","specific answers","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","regex","2"
"✓ J'ai envie de ce livre","this specific book","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","regex","2"
"✓ Veuillez patienter = Please wait","formal","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"✗ J'ai mangé les carottes","ate THE carrots?","OTHER_IN_SCOPE_TEACHABLE","French_Articles_Course.docx","chadi_authored","","","","","","French_Articles_Course.docx","regex","2"
"✗ Tu as combien de chats ?","J'en ai. → ✓ J'en ai trois. (Keep the quantity!","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"✗ Tu parles de ton frère ?","J'en parle. → ✓ Je parle de lui. (EN is for THINGS, not people","OTHER_IN_SCOPE_TEACHABLE","French_Object_Pronouns.docx","chadi_authored","","","","","","French_Object_Pronouns.docx","regex","1"
"✘ Il a sorti de ses gonds","✔ Il est sorti de ses gonds [verbe de mouvement = être","OTHER_IN_SCOPE_TEACHABLE","Le_Briefing_v2_Comportement.docx","chadi_authored","","","","","","Le_Briefing_v2_Comportement.docx","table","1"
"✘ Il fait de la bonne foi","✔ Il est de bonne foi [pas de « faire »","OTHER_IN_SCOPE_TEACHABLE","Le_Briefing_v2_Comportement.docx","chadi_authored","","","","","","Le_Briefing_v2_Comportement.docx","table","1"
"✘ Négatif Pronoun goes BEFORE the verb (normal position, like a regular sentence) Ne te réveille pas ! = Don’t wake up! Ne nous réveillons pas ! = Let’s not wake up!","✔ Affirmatif Pronoun goes AFTER the verb (connected with a hyphen) Réveille-toi ! = Wake up! Réveillons-nous ! = Let’s wake up!","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","table","1"
"❌ Il travaille seulement le lundi","✅ Il ne travaille que le lundi","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"❌ Sounds rude / childish Je veux un café. / Tu peux m’aider ?","✅ Sounds polite / adult Je voudrais un café. / Tu pourrais m’aider ? / Est-ce que vous auriez","OTHER_IN_SCOPE_TEACHABLE","Les_Moules_Complete_Framework.docx","book_lab","","","","","","Les_Moules_Complete_Framework.docx","table","1"
"➤ Elle est d'une gentillesse !","She's SO kind!","OTHER_IN_SCOPE_TEACHABLE","Articles_Valeurs_Discursives.docx","chadi_authored","","","","","","Articles_Valeurs_Discursives.docx","regex","1"
"⭐ GOLDEN RULE: DONT absorbs the 'DE","the preposition disappears! Verb + DE → use DONT","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"🇫🇷 En français","Cette structure N'EXISTE PAS. On utilise « que + subjonctif »","OTHER_IN_SCOPE_TEACHABLE","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","chadi_authored","","","","","","Annexe_Subjonctif_Exemples_Exhaustifs_Egor.docx","regex","1"
"🇫🇷 Le collègue avec lequel je travaille est compétent","formel","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
"🇫🇷 Le collègue avec qui je travaille est sympa","courant","OTHER_IN_SCOPE_TEACHABLE","Notes de cours de Andre.docx","chadi_authored","","","","","","Notes de cours de Andre.docx","regex","2"
